SeqName	Description	GO IDs	Enzyme Codes
plot30_0000370919_2	epoxyalkane--coenzyme M transferase	F:GO:0003871; F:GO:0008270; P:GO:0009086; F:GO:0016740; P:GO:0032259; F:GO:0046872	
plot30_0000023666_13	hypothetical protein DME02_05185	C:GO:0016021	
plot36_0000192457_1	tripartite tricarboxylate transporter substrate binding protein		
plot1_0000160012_3	peptidoglycan-binding protein	F:GO:0016787	
plot36_0000265787_2	ABC transporter substrate-binding protein		
plot30_0000014071_8	galactose-1-epimerase	F:GO:0004034; C:GO:0016020; P:GO:0019318; F:GO:0030246	EC:5.1.3.3
plot36_0000024612_4	tripartite tricarboxylate transporter substrate binding protein		
plot30_0000222400_2	hypothetical protein DMD72_13620		
plot30_0000017553_1	porin	C:GO:0016020	
plot36_0000458806_3	putative SnoaL-like aldol condensation-catalyzing enzyme		
plot1_0000138257_3	hypothetical protein		
plot1_0000073829_1	FAA hydrolase family protein	F:GO:0016787; F:GO:0016829	
plot30_0000408689_2	VOC family protein		
plot30_0000000823_20	hypothetical protein DMF64_09145		
plot36_0000035560_1	Metallo-beta-lactamase superfamily protein	C:GO:0016020; C:GO:0016021	
plot30_0000023092_9	YSIRK-type signal peptide-containing protein	C:GO:0016020; C:GO:0016021	
plot30_0000451706_2	hypothetical protein DME11_07960	C:GO:0043190; P:GO:0055085	
plot30_0000158875_2	hypothetical protein		
plot1_0000225161_4	tricarboxylate transporter		
plot36_0000046494_6	phosphatase PAP2 family protein		
plot36_0000034693_5	amino acid ABC transporter substrate-binding protein		
plot36_0000167254_3	DUF1259 domain-containing protein	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0016021; P:GO:0018106; P:GO:0023014	EC:2.7.13.3
plot1_0000001056_40	---NA---		
plot30_0000189174_4	PEP-CTERM sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000016724_8	hypothetical protein	F:GO:0016810; F:GO:0019213	
plot30_0000150897_1	ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016021	
plot36_0000398051_1	hypothetical protein ETSY1_00680		
plot1_0000428036_2	hypothetical protein DMD95_05865	C:GO:0043190; P:GO:0055085	
plot1_0000549789_1	ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000030713_9	pili assembly chaperone	C:GO:0016020	
plot36_0000185639_4	porin family protein		
plot6_0000014300_9	Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen (fragment)	C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0055114	
plot1_0000001065_21	Cytochrome P460	F:GO:0005507; F:GO:0009055; P:GO:0022900	
plot6_0000211448_1	alpha/beta hydrolase	F:GO:0016787	
plot30_0000016150_11	gluconolactonase		
plot1_0000013478_4	VOC family protein	F:GO:0051213; P:GO:0055114	
plot1_0000516158_2	carboxypeptidase regulatory-like domain-containing protein		
plot36_0000358980_2	nuclear transport factor 2 family protein		
plot30_0000047707_7	amino acid-binding protein		
plot36_0000422586_1	putative hemagglutinin-related protein	C:GO:0016020; C:GO:0016021	
plot1_0000143641_3	acetamidase	F:GO:0016811	
plot30_0000479385_4	hypothetical protein DMD88_09045		
plot6_0000274112_2	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
plot30_0000143989_3	ABC transporter substrate-binding protein	P:GO:0006865; C:GO:0016021	
plot1_0000007449_18	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot30_0000025875_11	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000389204_3	hypothetical protein		
plot36_0000157836_2	dienelactone hydrolase family protein	F:GO:0008806; C:GO:0016020	EC:3.1.1.45; EC:3.1.1.1
plot36_0000483046_3	group 1 truncated hemoglobin	F:GO:0019825; F:GO:0020037	
plot30_0000073179_6	CHRD domain-containing protein		
plot36_0000004898_13	Fis family transcriptional regulator	P:GO:0000160; F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	
plot36_0000132483_2	hypothetical protein A3H95_15180	F:GO:0016810	
plot30_0000473715_2	DUF4440 domain-containing protein	F:GO:0016853	
plot30_0000003303_1	TonB-dependent receptor	F:GO:0030246	
plot1_0000013934_14	cytochrome C nitrite reductase		
plot36_0000346247_2	molybdate ABC transporter substrate-binding protein	P:GO:0015689	
plot6_0000052804_5	hydroxypyruvate isomerase	F:GO:0016853	
plot1_0000428122_1	acetolactate synthase	F:GO:0000287; F:GO:0003984; F:GO:0030976	EC:2.2.1.6
plot36_0000390743_3	glyoxalase		
plot36_0000159189_2	peptidoglycan-associated lipoprotein	P:GO:0009987; C:GO:0016020	
plot6_0000062273_3	hypothetical protein DMG11_16680	C:GO:0016020; C:GO:0016021	
plot1_0000002264_23	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot1_0000008395_6	alpha/beta fold hydrolase	F:GO:0016787	
plot36_0000324615_2	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot6_0000004561_5	cytochrome C nitrite reductase		
plot30_0000619676_1	TIGR03118 family protein		
plot1_0000001041_17	porin family protein		
plot6_0000211955_2	hypothetical protein DMG72_22025		
plot36_0000234064_3	hypothetical protein DMG35_21440	C:GO:0016021	
plot30_0000008307_8	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016020; C:GO:0016021	
plot1_0000001962_18	MBL fold metallo-hydrolase	F:GO:0008800; F:GO:0016787	
plot30_0000630134_2	polysaccharide deacetylase	P:GO:0005975; F:GO:0016810	
plot30_0000125262_3	hypothetical protein DMG11_01725	F:GO:0005488	
plot30_0000047925_3	cupin		
plot30_0000623454_2	hypothetical protein DMG78_27685		
plot30_0000508355_1	phospholipase	F:GO:0004629; C:GO:0016020	EC:3.1.4.3
plot30_0000068314_2	hypothetical protein DMF61_07985	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot1_0000328320_1	class I SAM-dependent methyltransferase	F:GO:0008168; P:GO:0032259	
plot30_0000350096_3	VOC family protein	F:GO:0016787	
plot1_0000058816_10	SDR family oxidoreductase	F:GO:0003824; F:GO:0050662	
plot1_0000095397_5	SDR family oxidoreductase	F:GO:0003824; F:GO:0050662	
plot1_0000333207_2	aspartate aminotransferase	F:GO:0008483; P:GO:0009058; F:GO:0030170	
plot1_0000284796_2	ABC transporter substrate-binding protein	C:GO:0016020	
plot1_0000573220_2	cytochrome c	F:GO:0009055; F:GO:0016829; F:GO:0020037; P:GO:0022900	
plot36_0000398540_1	Uncharacterized conserved protein GlcG, DUF336 family	F:GO:0016740	
plot1_0000089531_4	quinonprotein alcohol dehydrogenase	F:GO:0016491	
plot30_0000554954_2	cysteine hydrolase	F:GO:0003824	
plot30_0000013836_9	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot1_0000046333_3	alpha/beta hydrolase	F:GO:0016740	
plot1_0000211529_2	MBL fold metallo-hydrolase	F:GO:0016787	
plot6_0000155506_2	ABC transporter ATP-binding protein	F:GO:0005524	
plot1_0000629495_2	MBL fold metallo-hydrolase	F:GO:0016787	
plot30_0000639128_1	alkaline phosphatase	F:GO:0003993; P:GO:0016311; F:GO:0046872	EC:3.1.3.2
plot30_0000024461_9	polysaccharide deacetylase	P:GO:0005975; F:GO:0016810	
plot6_0000001059_18	cytochrome c	F:GO:0005506; F:GO:0009055; F:GO:0020037; P:GO:0022900; C:GO:0042597; F:GO:0046872	
plot1_0000257747_2	CHRD domain-containing protein		
plot1_0000570162_2	CHRD domain-containing protein		
plot6_0000054298_2	galactose mutarotase	F:GO:0004034; C:GO:0016020; P:GO:0019318; F:GO:0030246	EC:5.1.3.3
plot30_0000011116_5	heme peroxidase	F:GO:0005488; P:GO:0050896	
plot30_0000148627_3	hypothetical protein AUH29_17035	C:GO:0016021	
plot30_0000114978_1	cyclase	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot6_0000255737_2	PEP-CTERM sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000239018_1	putative hemagglutinin-related protein		
plot30_0000127129_2	hypothetical protein EHM78_06555		
plot1_0000511294_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000183874_2	ABC transporter substrate-binding protein		
plot1_0000065532_4	the Nter of tr		
plot1_0000002560_11	MBL fold metallo-hydrolase	F:GO:0016787	
plot6_0000147912_2	DinB family protein	C:GO:0016021	
plot30_0000549767_2	pili assembly chaperone	C:GO:0016021	
plot1_0000003390_22	ricin-type beta-trefoil lectin protein	F:GO:0030246	
plot30_0000149030_3	pili assembly chaperone	C:GO:0016020; C:GO:0016021	
plot30_0000178665_5	pili assembly chaperone	C:GO:0016020	
plot30_0000149030_4	pili assembly chaperone	C:GO:0016020; C:GO:0016021	
plot36_0000349693_1	YD repeat-containing protein	P:GO:0016052; F:GO:0016798	
plot1_0000054621_5	extracellular solute-binding protein		
plot30_0000098229_2	1,4-butanediol diacrylate esterase		
plot1_0000154462_3	adenosylhomocysteinase	F:GO:0004013; C:GO:0005737; P:GO:0006730; P:GO:0019510; F:GO:0051287	EC:3.3.1.1
plot1_0000581532_1	esterase/lipase protein	F:GO:0004806	EC:3.1.1.1; EC:3.1.1.3
plot1_0000195849_3	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000008887_1	hypothetical protein AUI16_01260		
plot36_0000078562_5	ABC transporter substrate-binding protein	C:GO:0016020; C:GO:0016021	
plot1_0000583296_2	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
plot1_0000013747_5	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	EC:2.7.1.29; EC:2.7.1.121
plot30_0000670253_2	---NA---		
plot1_0000683262_2	dienelactone hydrolase family protein	F:GO:0016787	
plot1_0000027749_11	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
plot30_0000000183_13	bilirubin oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
plot1_0000328402_2	hypothetical protein AUG75_15640		
plot1_0000008998_8	amino acid ABC transporter substrate-binding protein		
plot30_0000215516_1	hypothetical protein DMG70_17510	F:GO:0003824	
plot30_0000013731_10	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
plot6_0000052691_2	amidohydrolase	F:GO:0016787	
plot30_0000569204_4	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
plot1_0000445575_3	VOC family protein	F:GO:0016829	
plot36_0000049449_2	sulfite dehydrogenase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
plot30_0000511249_1	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	F:GO:0003824; F:GO:0046872	
plot6_0000004527_6	Serine protease, subtilisin family	F:GO:0008233	
plot6_0000077953_4	cupin domain-containing protein		
plot6_0000200136_4	rubrerythrin	F:GO:0016491; F:GO:0046872; P:GO:0055114	
plot1_0000241077_4	decarboxylating 6-phosphogluconate dehydrogenase	F:GO:0004616; P:GO:0006098; F:GO:0050661; P:GO:0055114	EC:1.1.1.44
plot1_0000475099_2	DUF1134 domain-containing protein		
plot1_0000226300_4	hypothetical protein DMD96_11555		
plot6_0000015188_1	heme peroxidase	F:GO:0005488; P:GO:0050896	
plot1_0000529444_2	40-residue YVTN family beta-propeller repeat-containing protein	C:GO:0016020	
plot36_0000019337_9	Lipid-binding SYLF domain-containing protein		
plot1_0000081531_1	peptidase S8	C:GO:0016020	
plot1_0000079621_5	amino acid/amide ABC transporter substrate-binding protein (HAAT family)	P:GO:0006865; C:GO:0016020; C:GO:0016021	
plot30_0000027006_8	hypothetical protein DMG93_19390, partial		
plot1_0000155877_8	---NA---		
plot1_0000041476_11	cysteine hydrolase	F:GO:0016787	
plot30_0000032306_8	amino acid/amide ABC transporter substrate-binding protein (HAAT family)	P:GO:0006865	
plot1_0000005295_24	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot30_0000006215_18	epoxide hydrolase	F:GO:0016746; F:GO:0033961	EC:3.3.2.9
plot1_0000109916_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000281723_3	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0047121; P:GO:0055114	EC:1.3.99.16
plot30_0000056865_1	porin	P:GO:0006810; C:GO:0016021	
plot36_0000224898_2	ABC transporter substrate-binding protein		
plot1_0000080007_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot36_0000184450_1	ABC transporter substrate-binding protein		
plot1_0000007669_13	aldolase		
plot30_0000374754_1	cytochrome C nitrite reductase		
plot1_0000613071_2	extracellular solute-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
plot30_0000304989_1	ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000266608_2	ABC transporter substrate-binding protein		
plot30_0000485891_3	peptidase S8	F:GO:0004252; P:GO:0006508	EC:3.4.21
plot1_0000183450_2	branched-chain amino acid ABC transporter substrate-binding protein		
plot1_0000068984_3	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000467492_2	extracellular solute-binding protein		
plot1_0000460325_2	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot30_0000073690_4	Tol-Pal system beta propeller repeat protein TolB	P:GO:0017038; C:GO:0042597	
plot30_0000674028_1	YCII-like protein		
plot1_0000594285_1	---NA---		
plot30_0000038343_4	DUF2911 domain-containing protein	C:GO:0016020; C:GO:0016021	
plot6_0000210799_4	cytochrome c family protein	F:GO:0003824; F:GO:0005488	
plot36_0000059518_3	carboxymethylenebutenolidase	F:GO:0016787	
plot1_0000044627_4	virginiamycin B hydrolase Vgb	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0030246; F:GO:0046872	
plot1_0000090385_1	multi- copper enzyme maturation ABC-type transport system permease component-like protein		
plot36_0000240119_1	thiamine pyrophosphate-requiring protein	F:GO:0000287; F:GO:0003824; F:GO:0030976	
plot30_0000647310_2	hypothetical protein DMG48_21385		
plot30_0000480453_1	amidase	F:GO:0004040; F:GO:0016740; F:GO:0043864	EC:3.5.1.4
plot1_0000634918_2	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot30_0000063043_5	amidohydrolase	F:GO:0016787; F:GO:0016831	
plot1_0000036255_10	Uncharacterised protein		
plot36_0000070825_5	phosphate acetyltransferase	F:GO:0008959	EC:2.3.1.8
plot30_0000009719_11	arylsulfatase	F:GO:0008484	
plot1_0000239335_5	sugar ABC transporter substrate-binding protein		
plot30_0000000058_26	hypothetical protein		
plot30_0000283194_2	pili assembly chaperone	P:GO:0000160; F:GO:0005524; P:GO:0006355; F:GO:0008134; C:GO:0016021; F:GO:0043565	
plot1_0000122614_1	pili assembly chaperone	C:GO:0016021	
plot36_0000100692_2	hypothetical protein AUH72_03730		
plot30_0000039213_1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; C:GO:0016020	EC:5.2.1.8
plot6_0000003179_11	arylsulfatase	F:GO:0004065	EC:3.1.6.1
plot1_0000117234_2	extracellular solute-binding protein		
plot36_0000332556_3	oxidoreductase	F:GO:0016491; P:GO:0055114	
plot1_0000195347_2	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
plot1_0000236864_2	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
plot1_0000105147_2	alpha/beta hydrolase	F:GO:0016787	
plot1_0000074076_5	phosphonate ABC transporter substrate-binding protein	P:GO:0015716; C:GO:0043190; P:GO:0055085	
plot36_0000461588_1	M20/M25/M40 family metallo-hydrolase	F:GO:0004177; P:GO:0006508	EC:3.4.11
plot1_0000001839_1	conserved domain protein	F:GO:0005507; C:GO:0016020; C:GO:0016021	
plot1_0000244971_3	hypothetical protein DMF85_03610	C:GO:0016020	
plot30_0000456494_3	ABC transporter substrate-binding protein		
plot36_0000371094_1	Cna protein B-type domain-containing protein	F:GO:0004674; P:GO:0006468; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310	
plot30_0000149285_2	NADP oxidoreductase		
plot1_0000232882_3	ABC transporter substrate-binding protein	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085	
plot30_0000216741_2	ABC transporter substrate-binding protein	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085	
plot1_0000342158_3	thiol oxidoreductase	F:GO:0005488	
plot36_0000010325_12	PEP-CTERM putative exosortase interaction domain protein	C:GO:0016020; C:GO:0016021	
plot1_0000185543_2	NIPSNAP family protein		
plot30_0000275772_1	hypothetical protein		
plot30_0000232820_2	peroxidase	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
plot1_0000295792_3	cupin domain-containing protein	P:GO:0033609; F:GO:0045735	
plot36_0000027955_3	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot36_0000158314_2	choice-of-anchor D domain-containing protein	P:GO:0000272; C:GO:0016020; C:GO:0016021	
plot36_0000132166_3	hypothetical protein		
plot1_0000276160_3	carbon monoxide dehydrogenase	F:GO:0016491; P:GO:0055114	
plot30_0000330417_2	pili assembly chaperone	C:GO:0016021	
plot6_0000256473_3	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit A	F:GO:0004040	EC:3.5.1.4
plot1_0000300174_3	hypothetical protein C5B51_25450	F:GO:0003824	
plot36_0000005422_13	peptidoglycan-associated lipoprotein	P:GO:0009987; C:GO:0016020	
plot36_0000475701_3	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
plot30_0000008885_1	hypothetical protein DMG18_13135	F:GO:0004462; F:GO:0046872	
plot6_0000027980_9	hypothetical protein SAMN05444169_5586		
plot36_0000003699_15	aspartate aminotransferase family protein	F:GO:0008483; F:GO:0030170	
plot30_0000029232_10	tetratricopeptide repeat protein	F:GO:0016301	
plot6_0000232605_3	hypothetical protein DME07_07870		
plot1_0000182213_2	tyrosinase family protein	C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0055114	
plot1_0000488891_2	branched-chain amino acid ABC transporter substrate-binding protein		
plot1_0000037227_5	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000124377_4	DUF1330 domain-containing protein		
plot1_0000002368_19	phage major capsid protein		
plot1_0000324732_2	exo-alpha-sialidase	F:GO:0004308	EC:3.2.1.18
plot30_0000406139_2	DUF1559 domain-containing protein	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016020; C:GO:0016021	
plot1_0000054168_7	4-hydroxy-2-oxoheptanedioate aldolase	F:GO:0003824; F:GO:0046872	
plot1_0000271150_2	hypothetical protein DME01_16070		
plot30_0000016416_2	hypothetical protein EHM88_22950	F:GO:0016209; F:GO:0016491; P:GO:0055114; P:GO:0098869	
plot1_0000003035_9	c-type cytochrome	F:GO:0016491	
plot30_0000002808_4	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
plot1_0000183100_5	hypothetical protein DME01_16070		
plot30_0000080440_9	ABC transporter substrate-binding protein	P:GO:0006865	
plot1_0000009426_6	hypothetical protein BCF44_10657		
plot6_0000277065_1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085	
plot1_0000002754_19	MBL fold metallo-hydrolase		
plot6_0000306366_1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot36_0000009213_6	dienelactone hydrolase family protein	F:GO:0016787	
plot30_0000498178_1	bilirubin oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
plot30_0000037094_7	glycine betaine ABC transporter substrate-binding protein	F:GO:0022857; C:GO:0043190; P:GO:0055085	
plot30_0000154541_3	pili assembly chaperone	F:GO:0008565; C:GO:0015627; P:GO:0015628; C:GO:0016021	
plot30_0000014689_7	Ig-like domain repeat protein	P:GO:0000272; F:GO:0016787	
plot30_0000239947_2	gluconolactonase		
plot1_0000611833_2	sugar ABC transporter substrate-binding protein	P:GO:0008643	
plot1_0000084309_2	amidohydrolase	F:GO:0016787	
plot1_0000343931_5	heme-binding protein	C:GO:0016020; C:GO:0016021	
plot30_0000013932_1	hypothetical protein DMD91_10160	F:GO:0016810	
plot30_0000057364_6	pili assembly chaperone	C:GO:0016021	
plot30_0000020320_3	CHRD domain-containing protein	C:GO:0016020; C:GO:0016021	
plot1_0000029566_12	hydrolase	F:GO:0016787	
plot30_0000607378_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot6_0000152167_2	cytochrome C nitrite reductase		
plot1_0000015676_7	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
plot36_0000399250_1	hypothetical protein DMF93_08585		
plot30_0000012878_5	DUF1800 domain-containing protein		
plot1_0000270112_2	hypothetical protein		
plot1_0000216636_4	carbon-monoxide dehydrogenase large subunit	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
plot36_0000004040_5	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot1_0000235644_2	aldolase		
plot30_0000349308_1	sugar ABC transporter substrate-binding protein		
plot1_0000395888_2	branched-chain amino acid ABC transporter substrate-binding protein	C:GO:0016021	
plot30_0000035454_8	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot6_0000284780_1	tetratricopeptide repeat protein		
plot1_0000034751_5	NAD(P)-dependent oxidoreductase	F:GO:0003978; F:GO:0016491; F:GO:0050662; P:GO:0055114	EC:5.1.3.2
plot30_0000079052_2	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot1_0000449666_1	KP-43 peptidase	F:GO:0004252; P:GO:0006508	
plot36_0000058510_1	hypothetical protein EHM78_07095	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
plot30_0000356315_1	tetratricopeptide repeat protein	F:GO:0005488	
plot36_0000350587_1	heme peroxidase	F:GO:0005488; P:GO:0050896	
plot1_0000255771_3	DUF1330 domain-containing protein	C:GO:0016020	
plot1_0000085356_5	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0047121; P:GO:0055114	EC:1.3.99.16
plot30_0000622732_1	ABC transporter substrate-binding protein		
plot1_0000028833_6	NAD(P)-dependent oxidoreductase	F:GO:0003824; F:GO:0050662	
plot36_0000368525_2	heme-binding protein		
plot30_0000089534_2	Heme peroxidase	P:GO:0050896	
plot6_0000316441_2	porin family protein		
plot36_0000469383_1	sorbosone dehydrogenase	F:GO:0003824	
plot36_0000171793_2	Lipocalin-like domain-containing protein		
plot1_0000231584_2	hypothetical protein AUG13_02155		
plot1_0000001278_2	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
plot1_0000000150_65	hypothetical protein A3H29_14200		
plot6_0000177459_3	40-residue YVTN family beta-propeller repeat protein (fragment)	F:GO:0003824; C:GO:0016021; P:GO:0044237	
plot30_0000291167_2	carbon-monoxide dehydrogenase large subunit	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114	EC:1.2.99.2
plot1_0000052881_5	putative porin	P:GO:0006811; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085	
plot1_0000553588_2	glutathione ABC transporter substrate-binding protein	C:GO:0016020	
plot1_0000016641_4	amino acid ABC transporter substrate-binding protein	C:GO:0016020; C:GO:0016021	
plot30_0000374555_4	beta-glucosidase	F:GO:0004553; P:GO:0005975	
plot30_0000006825_7	Phosphate-selective porin O and P superfamily protein		
plot6_0000046329_2	putative porin	P:GO:0006811; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085	
plot6_0000297833_2	putative porin	P:GO:0006811; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085	
plot6_0000006337_2	Uncharacterized conserved protein		
plot30_0000460886_1	sugar ABC transporter substrate-binding protein		
plot30_0000610947_2	acetamidase	F:GO:0004328	EC:3.5.1.49
plot36_0000057871_7	hypothetical protein DMG16_01965		
plot1_0000335342_1	copper oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
plot1_0000005529_8	tripartite tricarboxylate transporter substrate binding protein		
plot36_0000000596_35	ABC transporter substrate-binding protein	F:GO:0022857; C:GO:0043190; P:GO:0055085	
plot36_0000299263_2	Right handed beta helix region		
plot1_0000717783_1	carboxypeptidase regulatory-like domain-containing protein	F:GO:0030246	
plot1_0000005644_16	3-carboxymuconate cyclase	F:GO:0016853	
plot1_0000157779_2	3-carboxymuconate cyclase	F:GO:0016853	
plot1_0000037354_9	oxidase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
plot30_0000139190_4	ABC transporter substrate-binding protein		
plot1_0000150546_2	PEP-CTERM sorting domain-containing protein	C:GO:0016020; C:GO:0016021	
plot30_0000000217_43	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot1_0000192195_3	class I SAM-dependent methyltransferase	F:GO:0016740	
plot36_0000365402_1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot30_0000570682_2	hypothetical protein DMG93_19390, partial		
plot1_0000018139_8	cysteine hydrolase	F:GO:0016787	
plot1_0000042773_10	formyl-CoA transferase	F:GO:0016740	
plot1_0000136869_2	acetamidase	F:GO:0016811	
plot6_0000002937_13	NAD(P)-dependent alcohol dehydrogenase	F:GO:0008270; F:GO:0016491; P:GO:0055114	
plot36_0000176823_2	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
plot36_0000021247_3	ABC transporter substrate-binding protein	P:GO:0055085	
plot1_0000112041_3	epoxide hydrolase	F:GO:0016746; F:GO:0033961	EC:3.3.2.9
plot1_0000113138_4	peptidylprolyl isomerase	F:GO:0016853	
plot1_0000424713_2	DUF2278 family protein	F:GO:0004521; P:GO:0090502	
plot1_0000079705_3	heme peroxidase	F:GO:0004601; P:GO:0050896	EC:1.11.1.7
plot30_0000496028_1	pili assembly chaperone	C:GO:0016020	
plot1_0000002000_25	pili assembly chaperone	C:GO:0016020	
plot36_0000027946_1	aconitate hydratase AcnA	F:GO:0003994; F:GO:0051539	EC:4.2.1.3
plot36_0000335698_2	amidohydrolase	F:GO:0016787	
plot6_0000005711_7	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
plot1_0000143917_7	alpha/beta hydrolase	F:GO:0016787	
plot36_0000033241_5	periplasmic component of the Tol biopolymer transport system	C:GO:0016021	
plot30_0000420428_2	cupin domain-containing protein	C:GO:0016021; F:GO:0045735	
plot30_0000006639_3	hypothetical protein DMF91_10710	C:GO:0016020; C:GO:0016021	
plot1_0000059512_1	CHRD domain-containing protein		
plot6_0000171274_1	amidohydrolase	F:GO:0016787	
plot30_0000178940_2	hypothetical protein DME00_08120	F:GO:0005506; F:GO:0009055; F:GO:0020037; P:GO:0022900; C:GO:0042597	
plot30_0000054453_2	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
plot30_0000514329_1	Lipocalin-like domain-containing protein		
plot6_0000061622_4	hypothetical protein DME96_15845		
plot30_0000030413_10	comEA protein		
plot1_0000321567_2	carbohydrate ABC transporter substrate-binding protein		
plot1_0000066266_3	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
plot1_0000679549_1	xylose isomerase	P:GO:0005975; F:GO:0009045	EC:5.3.1.5
