SeqName	GO IDs
plot30_0000258091_3	F:GO:0004416; F:GO:0008270; F:GO:0008800; P:GO:0017001; P:GO:0019243
plot30_0000055626_6	P:GO:0006865
plot6_0000153561_4	F:GO:0016491
plot1_0000101176_4	P:GO:0006865
plot36_0000215847_1	F:GO:0004252; F:GO:0005509; P:GO:0006508; P:GO:0007155
plot36_0000001328_20	F:GO:0016491
plot6_0000107616_3	
plot1_0000325381_3	
plot1_0000022027_15	F:GO:0033961
plot1_0000348452_2	F:GO:0033961
plot6_0000030017_3	F:GO:0016787
plot30_0000093668_2	C:GO:0009279; C:GO:0016020; C:GO:0016021
plot1_0000099620_3	F:GO:0004601; F:GO:0016787; P:GO:0098869
plot1_0000296913_3	P:GO:0006817
plot36_0000025805_6	P:GO:0006865
plot6_0000023975_1	F:GO:0004674; P:GO:0006468; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310
plot1_0000024809_5	F:GO:0016787
plot1_0000631208_2	C:GO:0016021; P:GO:0030638
plot30_0000008779_13	F:GO:0008270; F:GO:0008800; P:GO:0017001
plot1_0000001671_10	
plot30_0000064935_3	F:GO:0052689
plot1_0000002311_8	F:GO:0016491; P:GO:0055114
plot1_0000140498_3	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000240255_4	F:GO:0016853
plot36_0000381430_2	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot1_0000292281_2	
plot30_0000020325_9	F:GO:0033961
plot1_0000028878_7	F:GO:0004252; P:GO:0006508
plot1_0000171281_2	F:GO:0004601; F:GO:0005488; P:GO:0050896
plot1_0000464845_1	
plot36_0000223509_1	F:GO:0016787
plot30_0000517664_2	
plot1_0000166134_3	
plot30_0000083368_6	
plot1_0000331589_2	F:GO:0008484
plot30_0000096467_2	F:GO:0003824; P:GO:0009058; F:GO:0016853
plot1_0000075434_3	F:GO:0047739
plot36_0000006926_9	
plot36_0000169995_2	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot1_0000156180_3	
plot1_0000661879_2	C:GO:0016020; C:GO:0016021
plot36_0000055405_2	
plot30_0000099842_2	F:GO:0016787
plot1_0000201497_2	F:GO:0016491; F:GO:0016787
plot30_0000590091_2	C:GO:0043190; P:GO:0055085
plot1_0000031024_10	
plot30_0000675689_1	
plot1_0000468334_2	P:GO:0015689
plot1_0000365840_2	F:GO:0016803
plot36_0000437400_1	
plot6_0000014627_4	
plot1_0000000002_190	
plot1_0000403697_3	F:GO:0016491; P:GO:0055114
plot30_0000003670_15	
plot30_0000044576_8	C:GO:0043190; P:GO:0055085
plot6_0000013900_10	
plot36_0000153144_1	C:GO:0016020
plot1_0000360478_3	P:GO:0015846; F:GO:0019808; C:GO:0042597
plot1_0000089936_6	C:GO:0016021; F:GO:0016787; F:GO:0016831
plot1_0000184780_2	F:GO:0003960; F:GO:0008270; P:GO:0055114; F:GO:0102523
plot1_0000143747_3	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114
plot30_0000226855_2	
plot1_0000055136_7	C:GO:0016021; F:GO:0016810
plot30_0000153193_2	F:GO:0008483; F:GO:0030170
plot6_0000012103_9	C:GO:0043190; P:GO:0055085
plot36_0000044754_3	
plot36_0000302129_3	C:GO:0043190; P:GO:0055085
plot30_0000047426_7	F:GO:0004015; P:GO:0009102; F:GO:0030170
plot36_0000055230_2	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000302850_3	F:GO:0016829
plot1_0000047343_8	C:GO:0043190; P:GO:0055085
plot30_0000380608_1	
plot36_0000196909_1	
plot30_0000177347_2	C:GO:0016020
plot30_0000201060_2	
plot1_0000172378_1	C:GO:0016021
plot30_0000191554_4	
plot1_0000186270_4	
plot36_0000497886_1	F:GO:0003824; F:GO:0005488; P:GO:0008152; P:GO:0009987; P:GO:0050896
plot6_0000013300_1	F:GO:0009055; C:GO:0016020; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0030246; F:GO:0046872
plot36_0000345358_3	F:GO:0033961
plot30_0000167939_1	
plot36_0000197652_1	F:GO:0003677; F:GO:0003700; P:GO:0006355; F:GO:0043565
plot30_0000208871_4	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000403998_2	
plot36_0000249762_1	F:GO:0005488; P:GO:0050896
plot1_0000116708_2	F:GO:0004175
plot30_0000374844_3	
plot30_0000447851_4	F:GO:0004040; F:GO:0016740
plot1_0000197141_4	
plot1_0000402424_2	
plot1_0000581966_1	F:GO:0033961
plot30_0000009595_8	P:GO:0006099; F:GO:0008177; F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537; F:GO:0051538; F:GO:0051539
plot30_0000630744_1	C:GO:0016020
plot30_0000004827_16	C:GO:0016020; C:GO:0016021
plot1_0000264128_4	P:GO:0006865
plot30_0000475757_3	F:GO:0016491; P:GO:0055114
plot6_0000085658_2	F:GO:0016787
plot1_0000433570_2	
plot30_0000049261_6	F:GO:0003677
plot1_0000554685_3	P:GO:0008643; C:GO:0016020; C:GO:0016021
plot30_0000122975_2	F:GO:0008876; F:GO:0016491; P:GO:0055114
plot1_0000007316_8	F:GO:0004197; P:GO:0006508; P:GO:0007165; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310; F:GO:0016740
plot6_0000214353_1	C:GO:0042597; P:GO:0042882
plot1_0000562561_2	
plot30_0000037174_8	P:GO:0015846; F:GO:0019808; C:GO:0042597
plot30_0000029194_4	F:GO:0047533; P:GO:0055114
plot30_0000088815_5	F:GO:0005507; F:GO:0016491; P:GO:0055114
plot1_0000376571_1	F:GO:0016787
plot30_0000002542_5	F:GO:0016853
plot30_0000007547_11	F:GO:0051213; P:GO:0055114
plot30_0000391420_1	P:GO:0008152; F:GO:0016787
plot6_0000091603_1	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000550115_3	
plot1_0000005316_5	P:GO:0055085
plot1_0000463906_1	F:GO:0016491; P:GO:0055114
plot36_0000041005_3	
plot36_0000298027_1	F:GO:0016787
plot6_0000163514_4	F:GO:0016788
plot30_0000373983_4	F:GO:0033608
plot1_0000021203_4	
plot36_0000244938_1	
plot30_0000378394_1	F:GO:0004553; F:GO:0005509; P:GO:0005975; P:GO:0008152; C:GO:0016020; F:GO:0016787; F:GO:0016798
plot30_0000234290_2	
plot1_0000146082_3	
plot36_0000326710_2	
plot1_0000029587_1	C:GO:0005737; C:GO:0016020; C:GO:0016021; P:GO:0016539
plot1_0000273634_2	C:GO:0016020; C:GO:0016021
plot1_0000226113_3	F:GO:0016811
plot1_0000054211_7	F:GO:0005507; F:GO:0018492; F:GO:0030151; P:GO:0055114
plot6_0000070451_3	
plot30_0000218958_4	
plot36_0000181792_3	F:GO:0016787
plot1_0000074234_5	
plot30_0000617323_1	F:GO:0003824
plot30_0000144554_4	F:GO:0003677; P:GO:0006310; P:GO:0015074
plot1_0000684720_2	
plot1_0000007074_10	
plot1_0000574482_1	F:GO:0051920; P:GO:0055114; P:GO:0098869
plot1_0000490704_2	C:GO:0009279; C:GO:0016021
plot36_0000005390_14	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096
plot36_0000278588_2	F:GO:0016616
plot1_0000178144_3	P:GO:0055085
plot30_0000376621_1	C:GO:0016020; C:GO:0016021
plot30_0000347008_2	
plot1_0000690430_1	F:GO:0016811
plot1_0000045056_10	P:GO:0009228
plot1_0000144843_4	C:GO:0043190; P:GO:0055085
plot1_0000087305_5	C:GO:0043190; P:GO:0055085
plot30_0000002157_8	C:GO:0016020; C:GO:0016021
plot1_0000287917_4	F:GO:0003989; P:GO:0006633; C:GO:0009317
plot1_0000001296_32	F:GO:0008817
plot30_0000127046_2	F:GO:0005198; C:GO:0009279; C:GO:0016020; C:GO:0016021
plot36_0000118072_4	P:GO:0006801; F:GO:0016491
plot30_0000136902_2	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000002862_6	C:GO:0016020; C:GO:0016021; F:GO:0016787
plot1_0000386959_1	
plot30_0000015061_3	F:GO:0016829; F:GO:0030246
plot1_0000092016_2	F:GO:0016829
plot1_0000027749_12	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot30_0000509743_2	F:GO:0016491; F:GO:0050661; P:GO:0055114
plot36_0000412668_1	
plot36_0000022230_6	
plot1_0000283104_2	C:GO:0016020; C:GO:0016021
plot1_0000376857_2	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000009248_13	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot36_0000325474_1	P:GO:0007154; C:GO:0016021
plot1_0000286602_3	F:GO:0003824
plot30_0000279838_2	F:GO:0016787
plot30_0000022115_2	F:GO:0005507; F:GO:0016491; P:GO:0055114
plot36_0000305967_2	F:GO:0016787
plot30_0000636523_2	
plot1_0000006105_17	
plot30_0000552415_1	
plot36_0000401588_1	F:GO:0003677; F:GO:0004003; F:GO:0005524; P:GO:0006281; F:GO:0008854; P:GO:0032508; P:GO:0090305
plot1_0000015303_9	C:GO:0043190; P:GO:0055085
plot36_0000081900_2	P:GO:0006796; F:GO:0016787
plot30_0000318103_2	
plot1_0000067898_4	F:GO:0016787
plot30_0000180723_1	
plot30_0000046762_1	C:GO:0016020; F:GO:0018786
plot36_0000079545_2	
plot30_0000010785_9	C:GO:0016020; C:GO:0016021
plot1_0000194037_3	F:GO:0008903
plot30_0000004952_17	F:GO:0003824
plot30_0000157075_4	C:GO:0043190; P:GO:0055085
plot30_0000205913_3	
plot30_0000027817_3	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
plot1_0000204035_3	C:GO:0016020; F:GO:0016787
plot30_0000245737_2	F:GO:0016740
plot1_0000018696_3	F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259; F:GO:0046872
plot30_0000203058_3	C:GO:0043190; P:GO:0055085
plot1_0000209733_2	P:GO:0006796; F:GO:0016787
plot30_0000121785_5	P:GO:0009228
plot1_0000025246_6	F:GO:0003993; P:GO:0016311; C:GO:0030288
plot30_0000550802_1	F:GO:0015562; P:GO:0055085
plot30_0000049045_3	F:GO:0004252; F:GO:0005509; P:GO:0006508; P:GO:0007154; P:GO:0007156; C:GO:0016020; C:GO:0016021
plot1_0000036586_7	F:GO:0004040
plot1_0000177564_3	
plot1_0000008380_12	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096
plot36_0000250454_1	F:GO:0004252; P:GO:0006508; F:GO:0030246
plot30_0000096521_6	C:GO:0016020; C:GO:0016021
plot36_0000506067_1	F:GO:0004601; F:GO:0005509; C:GO:0005576; P:GO:0006979; P:GO:0009405; F:GO:0020037; P:GO:0055114; P:GO:0098869
plot30_0000142040_2	
plot1_0000004780_12	F:GO:0004802; F:GO:0046872
plot30_0000008515_1	
plot36_0000083455_3	
plot36_0000025421_5	F:GO:0016787
plot30_0000042444_6	F:GO:0016746; F:GO:0033961
plot30_0000237860_2	F:GO:0004601; P:GO:0006979; F:GO:0016491; F:GO:0020037; P:GO:0055114; P:GO:0098869
plot1_0000122622_5	F:GO:0003677
plot36_0000001120_26	F:GO:0030246
plot1_0000562511_1	C:GO:0043190; P:GO:0055085
plot1_0000021826_9	P:GO:0000413; F:GO:0003755; P:GO:0006457
plot36_0000018876_7	F:GO:0033961
plot36_0000167544_2	F:GO:0033961
plot36_0000002743_25	F:GO:0016746; F:GO:0033961
plot1_0000336167_2	F:GO:0016746; F:GO:0033961
plot6_0000015809_8	
plot36_0000018657_4	F:GO:0005509; P:GO:0006508; P:GO:0007154; F:GO:0008237; C:GO:0016021
plot1_0000385388_2	
plot36_0000129925_1	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114
plot1_0000059355_1	C:GO:0016020; C:GO:0016021
plot30_0000036325_2	F:GO:0016811
plot6_0000122711_2	
plot30_0000096178_2	
plot1_0000000951_7	
plot30_0000502686_2	
plot1_0000171070_2	
plot1_0000612733_4	P:GO:0055085
plot36_0000054827_7	
plot30_0000421505_2	
plot1_0000011913_3	P:GO:0009987; F:GO:0016853
plot1_0000170284_1	
plot1_0000025858_10	C:GO:0043190; P:GO:0055085
plot30_0000513662_2	P:GO:0006865
plot1_0000066227_4	F:GO:0016491; P:GO:0055114
plot1_0000236142_5	
plot6_0000106048_3	F:GO:0016491; F:GO:0016787
plot30_0000109258_5	
plot1_0000092384_6	F:GO:0004798; F:GO:0005524; P:GO:0006233; P:GO:0006235; P:GO:0016310; P:GO:0046940
plot36_0000160693_5	
plot1_0000055649_1	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301
plot30_0000351314_2	C:GO:0016020; C:GO:0016021
plot6_0000270197_2	
plot1_0000149079_3	F:GO:0016787
plot30_0000032213_8	
plot1_0000321207_3	F:GO:0008168; P:GO:0032259
plot36_0000500949_1	F:GO:0004180; P:GO:0006508
plot36_0000003728_12	F:GO:0033961
plot30_0000014242_2	C:GO:0043190; P:GO:0055085
plot30_0000004618_19	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot30_0000184782_1	P:GO:0008643
plot1_0000139772_3	F:GO:0016810
plot30_0000053729_4	
plot36_0000036862_1	C:GO:0043190; P:GO:0055085
plot1_0000123871_3	
plot30_0000048451_7	P:GO:0006865
plot6_0000005375_1	
plot1_0000259839_2	F:GO:0016301; P:GO:0016310
plot36_0000212828_1	F:GO:0004345; P:GO:0006006; P:GO:0006098; F:GO:0050661; P:GO:0055114
plot30_0000035707_4	F:GO:0033294; P:GO:0051470
plot1_0000090685_4	C:GO:0043190; P:GO:0055085
plot36_0000497845_1	F:GO:0033961
plot1_0000619705_2	F:GO:0033961
plot30_0000451647_3	F:GO:0004160; P:GO:0009097; P:GO:0009099; F:GO:0046872; F:GO:0051539
plot36_0000114826_2	
plot30_0000004399_14	F:GO:0046872
plot36_0000251714_1	C:GO:0043190; P:GO:0055085
plot1_0000237394_3	F:GO:0008270; P:GO:0009056; F:GO:0016788
plot30_0000364659_2	P:GO:0000272; F:GO:0004553; F:GO:0005509; C:GO:0005576; P:GO:0007156; P:GO:0009405; C:GO:0016020
plot30_0000418131_2	
plot6_0000102386_1	C:GO:0043190; P:GO:0055085
plot36_0000468404_2	
plot30_0000271758_2	F:GO:0008484
plot36_0000089378_3	P:GO:0055085
plot1_0000004954_14	F:GO:0050660
plot30_0000596092_3	F:GO:0016740; F:GO:0016787
plot36_0000252810_1	C:GO:0016020; F:GO:0016491; P:GO:0055114
plot1_0000015714_8	F:GO:0003824; F:GO:0046872
plot1_0000052149_3	C:GO:0043190; P:GO:0055085
plot30_0000113183_1	F:GO:0004629
plot36_0000148088_3	
plot6_0000011142_4	
plot1_0000046954_2	F:GO:0016787
plot30_0000550497_1	
plot30_0000234385_2	F:GO:0003824
plot1_0000190844_2	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot6_0000109164_1	C:GO:0005737; F:GO:0008733; P:GO:0019569; F:GO:0046872
plot36_0000168685_1	C:GO:0016020
plot36_0000030440_3	F:GO:0008237
plot30_0000001462_14	F:GO:0016853
plot1_0000193841_3	F:GO:0016491; P:GO:0055114
plot36_0000415208_2	F:GO:0016787
plot30_0000078370_4	
plot1_0000654385_1	F:GO:0004252; P:GO:0006508; F:GO:0008237; C:GO:0016020; C:GO:0016021
plot36_0000165892_3	
plot6_0000000549_4	F:GO:0016746; F:GO:0033961
plot36_0000425835_2	F:GO:0003824
plot30_0000383994_2	F:GO:0004067; P:GO:0006528
plot36_0000351944_1	
plot30_0000421067_2	
plot36_0000246144_1	P:GO:0006508; P:GO:0007154; F:GO:0008233; C:GO:0016020; C:GO:0016021; F:GO:0016787; C:GO:0019867
plot36_0000305021_2	P:GO:0006508; F:GO:0008239; F:GO:0070009
plot30_0000084532_4	F:GO:0004970; C:GO:0016020; P:GO:0035235
plot30_0000026706_4	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000007706_4	
plot36_0000448750_1	C:GO:0016020
plot1_0000010338_10	F:GO:0003824
plot36_0000064461_3	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114
plot1_0000597540_2	F:GO:0003824; F:GO:0046872
plot1_0000490731_1	
plot36_0000109280_2	F:GO:0008233
plot1_0000174493_1	C:GO:0016021; F:GO:0016614; F:GO:0048038; P:GO:0055114
plot30_0000176089_4	F:GO:0008410
plot1_0000023156_9	
plot6_0000255744_2	
plot6_0000002931_12	C:GO:0042597; F:GO:0046872; P:GO:0055085
plot30_0000277923_2	P:GO:0006817
plot30_0000086733_2	C:GO:0016020; C:GO:0016021; F:GO:0016787
plot36_0000281007_1	
plot1_0000049607_5	F:GO:0016491; P:GO:0055114
plot1_0000042243_3	
plot30_0000690939_1	F:GO:0016787
plot1_0000009076_10	F:GO:0016787
plot36_0000013420_4	
plot30_0000605932_2	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot1_0000308955_4	F:GO:0015267; C:GO:0016021; P:GO:0055085
plot1_0000033558_7	C:GO:0043190; P:GO:0055085
plot1_0000074902_7	P:GO:0005975; F:GO:0016810
plot1_0000024730_2	F:GO:0004222; P:GO:0006508; P:GO:0007154; F:GO:0008237; F:GO:0008270; C:GO:0016021; C:GO:0031012
plot1_0000009383_8	F:GO:0016787
plot1_0000267654_3	
plot1_0000048284_8	C:GO:0030288; P:GO:0055085
plot1_0000124483_7	F:GO:0003824
plot36_0000020853_5	F:GO:0016829; F:GO:0030246
plot6_0000128513_3	F:GO:0016787
plot1_0000722808_1	F:GO:0016787
plot6_0000257164_2	C:GO:0016020
plot6_0000013644_10	
plot1_0000245616_1	F:GO:0016787
plot1_0000587612_1	
plot30_0000096475_3	F:GO:0004806; F:GO:0016787
plot36_0000125648_2	
plot1_0000388610_2	F:GO:0008806
plot1_0000191715_4	C:GO:0005840; C:GO:0030288; P:GO:0042886; C:GO:0043190; P:GO:0055085; F:GO:1904680
plot1_0000079297_5	F:GO:0015267; C:GO:0016021; P:GO:0055085
plot36_0000461898_1	P:GO:0000272; C:GO:0005576; F:GO:0030246; F:GO:0052761
plot30_0000101080_1	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000256915_2	F:GO:0016740
plot30_0000023028_11	F:GO:0016787
plot30_0000040995_3	C:GO:0043190; P:GO:0055085
plot1_0000034420_1	
plot1_0000002849_28	C:GO:0043190; P:GO:0055085
plot36_0000467265_1	
plot1_0000031259_1	F:GO:0016787
plot1_0000170194_3	
plot1_0000166144_1	
plot36_0000014399_3	P:GO:0055085
plot6_0000149382_1	F:GO:0003824; F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot30_0000308630_1	F:GO:0005524
plot36_0000423945_2	F:GO:0004061; P:GO:0019441
plot1_0000021785_9	F:GO:0016787
plot6_0000231108_2	C:GO:0016020
plot1_0000035077_9	P:GO:0006865
plot30_0000135038_2	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114
plot6_0000005977_9	F:GO:0016491; P:GO:0055114
plot6_0000197090_3	F:GO:0008679; P:GO:0046487; F:GO:0050661; F:GO:0051287; P:GO:0055114
plot36_0000446398_2	F:GO:0008270; F:GO:0016491; P:GO:0055114
plot1_0000061006_8	F:GO:0016787
plot1_0000010741_16	F:GO:0008270; F:GO:0016491; P:GO:0055114
plot1_0000159275_3	F:GO:0016491; P:GO:0055114
plot30_0000314471_1	
plot30_0000509777_1	F:GO:0003824; C:GO:0016021; P:GO:0044237
plot36_0000001906_26	
plot1_0000132357_5	F:GO:0016491; P:GO:0055114; F:GO:0071949
plot30_0000342069_5	F:GO:0008270; F:GO:0016491; P:GO:0055114
plot1_0000150779_2	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096
plot1_0000041487_4	C:GO:0043190; P:GO:0055085
plot1_0000006934_15	C:GO:0016020; C:GO:0016021
plot30_0000295537_2	
plot6_0000005943_12	P:GO:0006508; F:GO:0008237
plot36_0000146152_4	
plot1_0000141865_2	F:GO:0005507
plot30_0000000966_7	P:GO:0006865
plot1_0000221128_1	
plot36_0000094965_3	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085
plot36_0000008929_12	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085
plot1_0000046629_4	P:GO:0006865
plot36_0000173495_2	P:GO:0008643; P:GO:0055085
plot1_0000418767_1	
plot1_0000181093_4	
plot30_0000100785_4	C:GO:0043190; P:GO:0055085
plot1_0000079297_4	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot1_0000018443_18	F:GO:0016810
plot1_0000238131_2	F:GO:0030246
plot1_0000117078_4	P:GO:0009228; C:GO:0016021
plot30_0000161253_1	F:GO:0016787
plot1_0000274594_2	F:GO:0016787
plot30_0000120652_3	
plot36_0000176783_2	
plot36_0000211496_2	
plot1_0000039230_6	F:GO:0004013; C:GO:0005737; P:GO:0006730; P:GO:0019510; F:GO:0051287
plot1_0000174636_3	C:GO:0019867
plot1_0000219445_2	P:GO:0019491; F:GO:0033990
plot36_0000484999_2	
plot30_0000394019_3	F:GO:0016810
plot30_0000043932_2	F:GO:0008806
plot36_0000013339_2	
plot30_0000262905_2	F:GO:0000287; F:GO:0016829; F:GO:0030976
plot1_0000000104_22	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563
plot30_0000250861_2	F:GO:0016811
plot36_0000326536_2	
plot1_0000039472_4	P:GO:0008643
plot6_0000257634_3	F:GO:0016746; F:GO:0033961
plot1_0000129749_6	
plot1_0000131473_2	
plot30_0000092430_2	
plot6_0000058159_2	F:GO:0016788
plot6_0000018643_3	F:GO:0030246
plot30_0000556005_1	P:GO:0005975; F:GO:0016832
plot6_0000046454_3	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0030246
plot36_0000247880_2	P:GO:0006865
plot1_0000008864_15	C:GO:0016020
plot30_0000032841_6	C:GO:0043190; P:GO:0055085
plot30_0000001854_10	P:GO:0035435; F:GO:0042301; C:GO:0043190
plot6_0000031210_5	
plot30_0000572634_1	C:GO:0030288; P:GO:0055114
plot1_0000045609_2	C:GO:0043190; P:GO:0055085
plot1_0000003377_12	F:GO:0004124; P:GO:0006535; F:GO:0016787
plot1_0000021624_9	F:GO:0018580; F:GO:0051213; P:GO:0055114
plot6_0000009927_8	
plot30_0000005475_8	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot1_0000237011_4	F:GO:0016491; P:GO:0055114
plot1_0000011987_8	
plot1_0000134794_3	F:GO:0004035; P:GO:0016311
plot1_0000211113_1	F:GO:0004301; F:GO:0033961
plot1_0000086354_2	C:GO:0043190; P:GO:0055085
plot1_0000139220_4	C:GO:0043190; P:GO:0055085
plot1_0000076702_1	F:GO:0004497; F:GO:0016705; P:GO:0055114
plot6_0000114035_2	P:GO:0006817
plot1_0000227251_3	
plot1_0000020174_2	
plot36_0000101439_1	C:GO:0016020; C:GO:0016021
plot30_0000041658_7	F:GO:0005488
plot36_0000131198_2	F:GO:0016787
plot30_0000026191_2	F:GO:0016787
plot30_0000119483_7	F:GO:0009055; C:GO:0016020; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot36_0000420959_1	
plot30_0000068883_7	C:GO:0016021; F:GO:0016810
plot1_0000024907_6	
plot1_0000373583_3	C:GO:0016020
plot30_0000061472_2	F:GO:0016787
plot36_0000060535_6	F:GO:0004040; F:GO:0004328; F:GO:0043864
plot36_0000230393_6	F:GO:0018836; P:GO:0046413
plot30_0000363653_3	F:GO:0003677; F:GO:0003700; P:GO:0006355
plot30_0000086536_5	F:GO:0003824
plot1_0000514350_2	F:GO:0008806
plot30_0000673647_1	F:GO:0016810; F:GO:0019213
plot1_0000310483_2	F:GO:0008168; P:GO:0032259
plot30_0000068875_6	
plot36_0000020161_6	F:GO:0016810; F:GO:0019213
plot30_0000250087_1	
plot1_0000021107_4	F:GO:0004351; P:GO:0006536; F:GO:0030170
plot30_0000025460_3	C:GO:0016021
plot1_0000014010_7	F:GO:0008168; P:GO:0032259
plot30_0000006185_16	C:GO:0043190; P:GO:0055085
plot36_0000214890_2	F:GO:0000155; P:GO:0000160; F:GO:0005524; C:GO:0016021; P:GO:0018106; P:GO:0023014
plot1_0000545665_1	F:GO:0005524; P:GO:0006082; F:GO:0016301; P:GO:0016310; F:GO:0016774
plot1_0000157224_4	C:GO:0016020; C:GO:0016021; C:GO:0043190; P:GO:0055085
plot36_0000029189_4	
plot30_0000032368_3	F:GO:0004222; P:GO:0006508; F:GO:0046872
plot1_0000061632_8	F:GO:0016787; F:GO:0047411
plot30_0000270336_3	F:GO:0016829
plot1_0000159537_3	
plot1_0000254846_1	C:GO:0016020
plot30_0000447564_1	F:GO:0004601; P:GO:0006979; F:GO:0016491; F:GO:0020037; P:GO:0055114; P:GO:0098869
plot1_0000013459_6	C:GO:0016021
plot30_0000066192_3	F:GO:0003824; F:GO:0050660
plot30_0000178134_2	F:GO:0016829
plot36_0000207444_1	
plot36_0000405143_3	F:GO:0003677; F:GO:0003700; P:GO:0006355
plot1_0000505411_3	F:GO:0031071
plot30_0000376412_1	F:GO:0004359; P:GO:0006541
plot30_0000275271_3	P:GO:0006865
plot1_0000137926_2	
plot1_0000341020_2	F:GO:0003746; F:GO:0003924; F:GO:0005525; C:GO:0005737; P:GO:0006414
plot30_0000057368_3	F:GO:0005507; C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0051301; P:GO:0055114
plot1_0000011198_8	C:GO:0016021; F:GO:0016491; P:GO:0055114
plot6_0000016980_4	F:GO:0016829; F:GO:0030246
plot1_0000000104_6	F:GO:0009055; C:GO:0016020; F:GO:0020037; P:GO:0022900; F:GO:0046872
plot36_0000434337_1	F:GO:0016787
plot1_0000577556_3	P:GO:0005975; P:GO:0006098; F:GO:0017057
plot30_0000004560_17	C:GO:0043190; P:GO:0055085
plot1_0000000064_24	F:GO:0042301
plot1_0000497762_2	F:GO:0016853
plot1_0000076803_2	F:GO:0016705; P:GO:0055114
plot1_0000370901_4	F:GO:0016661; P:GO:0055114
plot36_0000124171_2	F:GO:0008236
plot36_0000239164_3	C:GO:0016021; F:GO:0016810
plot30_0000134012_3	F:GO:0008430
plot36_0000006204_6	C:GO:0016020; C:GO:0016021
plot36_0000316562_3	
plot1_0000018536_6	C:GO:0016020; C:GO:0016021
plot1_0000653180_3	
plot30_0000001874_20	P:GO:0006865
plot1_0000040709_5	P:GO:0000413; F:GO:0003755; P:GO:0006457
plot1_0000003287_10	P:GO:0005975; P:GO:0006098; F:GO:0017057
plot36_0000035507_6	
plot36_0000135587_2	
plot36_0000383617_1	F:GO:0000166; P:GO:0006520; F:GO:0016639; P:GO:0055114
plot1_0000004069_3	P:GO:0006865
plot1_0000063942_5	P:GO:0006865
plot1_0000050946_8	F:GO:0016788
plot30_0000303934_3	P:GO:0015689; F:GO:0046872
plot30_0000598444_2	F:GO:0030246
plot1_0000006516_6	C:GO:0016021
plot1_0000497859_3	F:GO:0016787
plot6_0000013704_3	C:GO:0043190; P:GO:0055085
plot30_0000408449_3	P:GO:0006817; P:GO:0035435; F:GO:0042301; C:GO:0043190
plot1_0000012020_2	F:GO:0004601; P:GO:0006979; F:GO:0016491; F:GO:0020037; P:GO:0055114; P:GO:0098869
plot1_0000108852_3	P:GO:0006865
plot6_0000223021_2	C:GO:0016020; C:GO:0016021
plot1_0000032840_5	C:GO:0016021; F:GO:0030246
plot1_0000151577_3	C:GO:0016020
plot30_0000180362_2	
