SeqName	Description	GO IDs	Enzyme Codes
OLB78464.1	CubicO group peptidase, beta-lactamase class C family	F:GO:0016787	
OLB78003.1	cytochrome C	F:GO:0009055; F:GO:0016829; F:GO:0020037; P:GO:0022900	
OLB78001.1	peptide-methionine (S)-S-oxide reductase	P:GO:0006464; F:GO:0008113; P:GO:0055114	EC:1.8.4.11
OLB77953.1	hypothetical protein AUI16_04915	C:GO:0016021	
OLB77344.1	tripartite tricarboxylate transporter substrate binding protein	C:GO:0016020	
OLB77149.1	hydroxyacylglutathione hydrolase	F:GO:0004416; F:GO:0008270; F:GO:0008800; P:GO:0017001; P:GO:0019243	EC:3.1.2.6; EC:3.5.2.6
OLB76851.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
OLB76728.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
OLB76492.1	transporter substrate-binding domain-containing protein	F:GO:0004970; C:GO:0016020; P:GO:0035235	
OLB76283.1	sorbosone dehydrogenase	F:GO:0003824	
OLB76276.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OLB76096.1	dienelactone hydrolase family protein	F:GO:0016787	
OLB75980.1	gluconolactonase	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
OLB75927.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
OLB75913.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
OLB75891.1	amidohydrolase family protein	F:GO:0016787	
OLB75654.1	lectin	C:GO:0016021; F:GO:0030246	
OLB75362.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OLB74674.1	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
OLB74555.1	N-acyl homoserine lactonase family protein	F:GO:0016787	
OLB74550.1	glucose 1-dehydrogenase	F:GO:0004316; F:GO:0047936; P:GO:0055114; F:GO:0102131; F:GO:0102132	EC:2.3.1.85; EC:1.1.1.47; EC:1.1.1.100; EC:1.1.99.10
OLB73968.1	LemA family protein	C:GO:0016021	
OLB73309.1	tripartite tricarboxylate transporter substrate binding protein	C:GO:0016020; C:GO:0016021	
OLB73175.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
OLB72676.1	sulfite dehydrogenase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
OLB72355.1	ABC transporter substrate-binding protein	P:GO:0006865	
OLB72005.1	cytochrome c	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	
OLB71638.1	hypothetical protein AUI16_22690	P:GO:0006865; F:GO:0008121; C:GO:0016021; P:GO:0022900	EC:1.10.2; EC:1.10.2.2
OLB71435.1	RidA family protein	F:GO:0016787	
OLB70028.1	aminocarboxymuconate-semialdehyde decarboxylase	F:GO:0016787; F:GO:0016831	
OLB69841.1	tripartite tricarboxylate transporter substrate binding protein BugD	C:GO:0016021	
OLB69825.1	M20/M25/M40 family metallo-hydrolase	F:GO:0016787	
OLB69823.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OLB69492.1	lectin	F:GO:0030246	
OLB69344.1	VOC family protein	F:GO:0051213; P:GO:0055114	
OLB69120.1	VOC family protein	F:GO:0008168; P:GO:0032259	
OLB68879.1	tripartite tricarboxylate transporter substrate binding protein	F:GO:0016740; F:GO:0016787	
OLB68771.1	selenium-binding protein	F:GO:0008430	
OLB65334.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
OLB64085.1	peroxidase	F:GO:0004553; F:GO:0004601; P:GO:0005975; P:GO:0006979; F:GO:0020037; F:GO:0030247; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
OLB63546.1	sugar phosphate isomerase/epimerase	F:GO:0016853	
OLB62339.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
OLB58818.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
OLB56881.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
OLB53640.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
OLB52358.1	urea ABC transporter substrate-binding protein	P:GO:0006865	
OLB50235.1	hypothetical protein AUH99_09925	C:GO:0016021	
OLB49259.1	glycoside hydrolase family 2	F:GO:0004565; P:GO:0005975; F:GO:0016853; F:GO:0030246	EC:3.2.1.23
OLB48485.1	cyclase	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
OLB47529.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
OLB29547.1	GMC family oxidoreductase	F:GO:0016614; P:GO:0055114	
OLB16217.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OLB08632.1	peptidoglycan-associated lipoprotein	C:GO:0009279; C:GO:0016021; P:GO:0051301	
OLB02559.1	hypothetical protein AUH08_02865	C:GO:0016020	
OLB02191.1	urea ABC transporter substrate-binding protein	P:GO:0006865	
OLB01074.1	hypothetical protein AUH09_02290	P:GO:0006865	
OLB00543.1	DUF1348 domain-containing protein	C:GO:0005840	
OLA98048.1	hypothetical protein AUH19_01945	C:GO:0016021	
OLA96731.1	peptidoglycan-associated lipoprotein Pal	C:GO:0009279; C:GO:0016021; P:GO:0051301	
OLA96326.1	hypothetical protein AUH20_03860	F:GO:0004061; C:GO:0016021; P:GO:0019441	EC:3.5.1.9
OKP99904.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OKP66044.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
OKL35580.1	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OKI89519.1	extracellular solute-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
OKI53567.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
OKI47503.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
OKH89305.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
OKH59297.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OKH57893.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OKH53972.1	epoxide hydrolase	F:GO:0018786; F:GO:0033961	EC:3.3.2.9; EC:3.8.1.5
OKH37761.1	thiamine biosynthesis protein ThiJ	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
OJH42682.1	carbohydrate porin	F:GO:0015288; C:GO:0016020; P:GO:0034219	
OJH37618.1	TonB-dependent receptor	F:GO:0004180; P:GO:0006508; F:GO:0030246	
OJB57847.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
OIN84727.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OIM96311.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
OIM95206.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
OIM95121.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	EC:1.1.2.8
OIM94848.1	selenium-binding protein	F:GO:0008430	
OIM93298.1	thiamine pyrophosphate-requiring protein	F:GO:0000287; F:GO:0003824; F:GO:0030976	
OIM92919.1	peroxidase	F:GO:0004601; C:GO:0005829; P:GO:0034599; P:GO:0042744; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
OIM91198.1	sorbosone dehydrogenase	F:GO:0003824	
OIM89860.1	hydrolase	F:GO:0016787	
OIJ43572.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
OHX49983.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OHV90326.1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OHV88925.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
OHV87711.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
OHV87467.1	phosphonate ABC transporter substrate-binding protein	P:GO:0015716; C:GO:0043190; P:GO:0055085	
OHV86087.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OHV84777.1	peptide ABC transporter	F:GO:0015413; P:GO:0035444; C:GO:0043190; P:GO:0072511; P:GO:0099132	EC:3.6.3.24; EC:3.6.1.3; EC:3.6.1.15
OHV84492.1	ABC transporter substrate-binding protein	P:GO:0009228	
OHV78643.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
OHV78485.1	transcriptional regulator	F:GO:0001671; P:GO:0032781; F:GO:0051879	
OHV77419.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0008643; P:GO:0055085	
OHV73251.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
OHV71024.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0055085	
OHT18653.1	haloacid dehalogenase-like hydrolase	F:GO:0016787	
OHT18529.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
OFA37423.1	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
OEZ64835.1	mannitol dehydrogenase family protein	F:GO:0050086; F:GO:0050662; P:GO:0055114	EC:1.1.1.67
OEO32784.1	nitrate ABC transporter substrate-binding protein	P:GO:0009228	
OEO30714.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
OEO30258.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OEO28193.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OEH93146.1	o-succinylbenzoate--CoA ligase	F:GO:0000166; F:GO:0016874	
ODH38144.1	superoxide dismutase [Cu-Zn]	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
ODA95497.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
ODA94084.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OCX52398.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OCW92852.1	triose-phosphate isomerase	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.1
OCC06326.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OCC04488.1	autoinducer 2 ABC transporter substrate-binding protein	F:GO:0022857; C:GO:0043190; P:GO:0055085	
OCC04088.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OCC03918.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
OCC02966.1	spermidine/putrescine ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
OCC02732.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
OCC01631.1	NAD-dependent epimerase	F:GO:0003824; F:GO:0050662	
OCA79173.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OBR63775.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OBR49182.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OAP49938.1	C-type lectin-like protein (plasmid)	F:GO:0030246	
OAP41734.1	phosphoserine transaminase	F:GO:0004648; C:GO:0005737; P:GO:0006564	EC:2.6.1.52
OAP36300.1	autoinducer 2 ABC transporter substrate-binding protein	F:GO:0004672; F:GO:0005524; P:GO:0006468; C:GO:0043190	
OAP35293.1	multidrug MFS transporter	F:GO:0033961	EC:3.3.2.9
OAJ65895.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
OAI56333.1	OsmC family peroxiredoxin	F:GO:0004601; P:GO:0006979; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
OAI55861.1	amino acid ABC transporter substrate-binding protein	C:GO:0016020; C:GO:0016021	
OAI53822.1	C-type lectin-like	F:GO:0030246	
OAI53603.1	outer membrane porin	P:GO:0006811; F:GO:0015288; C:GO:0016020; C:GO:0016021; C:GO:0046930; P:GO:0055085	
OAI52729.1	transaldolase	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	EC:2.2.1.2
OAI51640.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
OAI51546.1	flavocytochrome C	F:GO:0016491; F:GO:0050660; P:GO:0055114	
OAI50929.1	fumarylacetoacetate hydrolase	F:GO:0016787	
OAI46609.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OAI44552.1	ferredoxin	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0050138; F:GO:0051537	EC:1.17.1; EC:1.17.1.5
OAI43983.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
OAI43871.1	carbon monoxide dehydrogenase	F:GO:0043885; P:GO:0055114; F:GO:0071949	EC:1.2.7.4
OAI43667.1	phosphate-binding protein	F:GO:0042301	
OAI43536.1	transketolase, putative	F:GO:0003824	
OAI41325.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
OAH13664.1	extracellular solute-binding protein	P:GO:0008643	
OAB39837.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KYK45452.1	amidohydrolase family protein	F:GO:0016810	
KYH01823.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
KWX10690.1	YbhB/YbcL family Raf kinase inhibitor-like protein	F:GO:0016301; P:GO:0016310	
KWX10218.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
KWX08620.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
KWX08546.1	selenium-binding protein	F:GO:0008430	
KWV55165.1	amino acid ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0071705	
KWV40778.1	selenium-binding protein	F:GO:0008430	
KWU17629.1	microcystin degradation protein MlrC	P:GO:0006508; F:GO:0008237; F:GO:0046872	
KWS07042.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
KWS03247.1	nucleoside-diphosphate kinase	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	EC:2.7.4.6
KWR74670.1	N-acyl homoserine lactonase family protein	F:GO:0016787	
KVL44647.1	multidrug MFS transporter	F:GO:0004301; F:GO:0033961	EC:3.3.2.9; EC:3.3.2.10
KVK67539.1	phosphonate ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
KVK43322.1	malate dehydrogenase	P:GO:0005975; P:GO:0006099; F:GO:0030060	EC:1.1.1.37
KUY30599.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KUN74236.1	acetamidase/formamidase family protein	F:GO:0016811	
KUN55783.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
KUN51374.1	helix-turn-helix transcriptional regulator	F:GO:0003677; P:GO:0006355	
KUM31631.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
KUM27529.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KUM26062.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KUM23762.1	gluconolactonase	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
KSV89445.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
KSV84177.1	amino acid ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0071705	
KRV47153.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
KRT18120.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KRG45840.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
KRF39354.1	exo-alpha-sialidase	C:GO:0016020; C:GO:0016021	
KRF30302.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
KRF30131.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
KRE70432.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KRE21138.1	Cna B domain protein	C:GO:0016020	
KQL46056.1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
KPH11428.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KPC61426.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
KPC54540.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
KOX59738.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
KOX51622.1	gluconolactonase	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
KOX17544.1	ribose-5-phosphate isomerase	F:GO:0004751; P:GO:0005975	EC:5.3.1.6
KOX15085.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
KOU58718.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
KOU35135.1	glyoxalase	F:GO:0016829	
KOP32152.1	superoxide dismutase [Fe]	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KNH33954.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KNB68995.1	sigma-54-dependent Fis family transcriptional regulator	F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	
KMS79178.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0004854; P:GO:0055114	EC:1.17.1; EC:1.17.1.4
KMO38794.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
KMO35278.1	sorbosone dehydrogenase	F:GO:0003824	
KMK75988.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KLN55243.1	ABC transporter substrate-binding protein	P:GO:0006865	
KLD65235.1	linear amide C-N hydrolase	F:GO:0045302	EC:3.5.1.24
KKC47929.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KKB80983.1	VOC family protein	F:GO:0016829; F:GO:0051213; P:GO:0055114	
KKB76825.1	alcohol dehydrogenase (cytochrome c)	F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.8
KKA14575.1	sugar ABC transporter substrate-binding protein	F:GO:0005534; P:GO:0015757	
KKA11762.1	multidrug MFS transporter	F:GO:0033961	EC:3.3.2.9
KJX70215.1	O-acetylhomoserine aminocarboxypropyltransferase	F:GO:0003961; F:GO:0003962; F:GO:0004124; F:GO:0016787; F:GO:0018826; P:GO:0019344; F:GO:0030170; P:GO:0071266	EC:2.5.1.49; EC:2.5.1.48; EC:2.5.1.47; EC:4.4.1.11
KJL33169.1	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	EC:2.7.1.29; EC:2.7.1.121
KJK74477.1	L-amino acid oxidase	F:GO:0016491; P:GO:0055114	
KJK23152.1	sorbosone dehydrogenase family protein	F:GO:0016491; P:GO:0055114	
KJK11820.1	Cna protein B-type domain-containing protein	C:GO:0016020; C:GO:0016021	
KJJ94885.1	twin-arginine translocation signal domain-containing protein	F:GO:0016491; F:GO:0043546; F:GO:0046872; F:GO:0051539; P:GO:0055114	
KJC61775.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KJC59596.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KJC59064.1	multidrug MFS transporter	F:GO:0016746; F:GO:0033961	EC:3.3.2.9
KJC55693.1	class II fumarate hydratase	F:GO:0004333; P:GO:0006099; P:GO:0006106; C:GO:0045239	EC:4.2.1.2
KJC55099.1	iron ABC transporter substrate-binding protein	F:GO:0046872	
KJC54498.1	hypothetical protein UP09_08380	F:GO:0003774; F:GO:0005524; C:GO:0016459	
KJC46944.1	carbohydrate porin	P:GO:0006811; P:GO:0008643; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
KJC45211.1	transporter substrate-binding domain-containing protein	F:GO:0004970; C:GO:0016020; P:GO:0035235	
KJC39509.1	N-acyl homoserine lactonase family protein	F:GO:0016787	
KIR66396.1	ABC transporter substrate-binding protein	F:GO:0005534; P:GO:0015757	
KIR65181.1	peptide-methionine (S)-S-oxide reductase MsrA	P:GO:0006464; F:GO:0008113; P:GO:0055114	EC:1.8.4.11
KIR65059.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
KIR63193.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430	EC:1.15.1.1
KIR61379.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KIQ66401.1	alpha/beta hydrolase	F:GO:0016787	
KIP81330.1	TonB-dependent receptor	C:GO:0009279; C:GO:0016021	
KIG10644.1	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
KIG10086.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
KIF65851.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase	F:GO:0004491; P:GO:0055114	EC:1.2.1.27
KIF65803.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KHD77483.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
KHD72203.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KHD20023.1	fructose bisphosphate aldolase	F:GO:0004332; P:GO:0006096	EC:4.1.2.13
KHA63679.1	TonB-dependent receptor	C:GO:0009279; C:GO:0016021	
KGM12278.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
KGM10475.1	pyruvate, phosphate dikinase	F:GO:0005524; P:GO:0006090; F:GO:0016301; P:GO:0016310; F:GO:0046872; F:GO:0050242	EC:2.7.9.1
KGJ12268.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KGI79186.1	alpha/beta fold hydrolase	P:GO:0006508; F:GO:0008233	
KGI79042.1	S-(hydroxymethyl)glutathione synthase	F:GO:0008270; P:GO:0046294; F:GO:0051907	EC:4.4.1.22
KGF65175.1	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	C:GO:0016021; F:GO:0016614; F:GO:0048038; P:GO:0055114	
KFN40978.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
KFL32760.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
KFL28864.1	Glucose dehydrogenase, PQQ-dependent	F:GO:0008876; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
KFL25682.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; F:GO:0008876; C:GO:0016020; P:GO:0055114	EC:1.1.5.2; EC:1.1.99.10
KFL25163.1	alcohol dehydrogenase (cytochrome c)	F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.8
KFL25057.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
KFI07110.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
KFG70148.1	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	P:GO:0008643	
KFG69295.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KFG66877.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0055085	
KFF11363.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
KFA86849.1	TonB-dependent receptor	F:GO:0004180; P:GO:0006508; F:GO:0030246	
KER65608.1	spermidine/putrescine ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
KEO58717.1	translocation protein TolB	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301	
KEO55759.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
KDU88492.1	epoxide hydrolase	F:GO:0033961	EC:3.3.2.9
KDU85080.1	zinc metalloprotease	F:GO:0004222; F:GO:0005509; P:GO:0006508; C:GO:0016020	EC:3.4.24
KDR42228.1	phospholipase	F:GO:0016788	
KDR31495.1	quinonprotein alcohol dehydrogenase	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	
KDB08079.1	phospholipase	F:GO:0034480	EC:3.1.4.3
KAK46214.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
GAW21533.1	glycoside hydrolase family 6 protein	F:GO:0016162; P:GO:0030245	EC:3.2.1.91
GAW21314.1	superoxide dismutase [Cu-Zn]	F:GO:0004784; C:GO:0005615; C:GO:0005737; P:GO:0006882; F:GO:0008270; F:GO:0016532; P:GO:0019430; P:GO:0043085; P:GO:0045454; P:GO:0055114	EC:1.15.1.1
GAW12081.1	Exoglucanase 1	F:GO:0004553; P:GO:0030245	
GAT35583.1	fumarate hydratase, class II	F:GO:0004333; P:GO:0006099; P:GO:0006106; C:GO:0045239	EC:4.2.1.2
GAP68635.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
GAP15010.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
GAP14185.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
GAO02657.1	malate dehydrogenase	P:GO:0005975; P:GO:0006099; F:GO:0030060	EC:1.1.1.37
GAN49152.1	malate dehydrogenase	P:GO:0005975; P:GO:0006099; F:GO:0030060	EC:1.1.1.37
GAM08732.1	kelch-like protein	F:GO:0016787	
EZP72071.1	TonB-dependent receptor	C:GO:0009279; C:GO:0016021	
EYT82579.1	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
EYD75977.1	extracellular solute-binding protein	C:GO:0005886; C:GO:0016021; P:GO:0055085	
EYD75743.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
EYD75402.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
